x,z,Gamma000,Gamma001,Gamma002
-239.874,118.929,0.00848976,-0.00611887,-0.0256645
-239.874,122.961,0.00765561,-0.00598669,-0.0256902
-239.874,126.992,0.00684278,-0.00585412,-0.0256729
-239.874,131.024,0.00605273,-0.00572142,-0.0256151
-239.874,135.055,0.00528666,-0.00558885,-0.0255195
-239.874,139.087,0.0045456,-0.00545663,-0.0253886
-239.874,143.118,0.00383034,-0.005325,-0.0252251
-239.874,147.15,0.00314153,-0.00519416,-0.0250314
-239.874,151.181,0.0024796,-0.00506432,-0.0248101
-239.874,155.213,0.00184485,-0.00493564,-0.0245634
-239.874,159.244,0.00123741,-0.00480831,-0.0242938
-239.874,163.276,0.000657284,-0.00468248,-0.0240035
-239.874,167.307,0.000104351,-0.00455828,-0.0236946
-239.874,171.339,-0.000421619,-0.00443585,-0.0233692
-239.874,175.37,-0.000920955,-0.0043153,-0.0230292
-239.874,179.402,-0.00139407,-0.00419673,-0.0226764
-239.874,183.433,-0.00184147,-0.00408024,-0.0223126
-239.874,187.465,-0.00226369,-0.00396589,-0.0219395
-239.874,191.496,-0.00266136,-0.00385376,-0.0215585
-239.874,195.528,-0.00303513,-0.0037439,-0.0211711
-239.874,199.559,-0.00338571,-0.00363636,-0.0207787
-239.874,203.591,-0.00371381,-0.00353117,-0.0203825
-239.874,207.622,-0.00402019,-0.00342836,-0.0199836
-239.874,211.654,-0.00430563,-0.00332795,-0.0195832
-239.874,215.685,-0.00457089,-0.00322995,-0.0191821
-239.874,219.717,-0.00481677,-0.00313436,-0.0187813
-239.874,223.748,-0.00504407,-0.00304118,-0.0183815
-239.874,227.78,-0.00525302,-0.00295048,-0.0179869
-239.874,231.811,-0.0054488,-0.00286126,-0.0175709
-239.874,235.843,-0.00562467,-0.00277909,-0.0171793
-239.874,239.874,-0.00573324,-0.00269608,-0.0171222
-239.874,243.906,-0.00597439,-0.00259311,-0.0161286
-239.874,247.937,-0.00596786,-0.00254146,-0.0166658
-239.874,251.969,-0.00772765,-0.00226047,-0.00580973
-235.843,-251.969,-0.00807601,-0.00232617,0.00646456
-235.843,-247.937,-0.0056404,-0.00259595,0.0167971
-235.843,-243.906,-0.00593799,-0.00267189,0.0166435
-235.843,-239.874,-0.00578756,-0.00277339,0.0171089
-235.843,-235.843,-0.00568625,-0.0028411,0.0173169
-235.843,-231.811,-0.00552084,-0.00293494,0.0178362
-235.843,-227.78,-0.00536412,-0.00302611,0.0182094
-235.843,-223.748,-0.00518422,-0.00312069,0.018628
-235.843,-219.717,-0.00498801,-0.00321771,0.0190439
-235.843,-215.685,-0.00477378,-0.0033173,0.0194616
-235.843,-211.654,-0.00454072,-0.00341944,0.0198803
-235.843,-207.622,-0.00428799,-0.00352415,0.0202989
-235.843,-203.591,-0.00401473,-0.0036314,0.0207165
-235.843,-199.559,-0.00372009,-0.00374118,0.0211319
-235.843,-195.528,-0.00340323,-0.00385345,0.0215441
-235.843,-191.496,-0.00306333,-0.00396819,0.0219517
-235.843,-187.465,-0.00269957,-0.00408533,0.0223534
-235.843,-183.433,-0.00231118,-0.00420483,0.0227476
-235.843,-179.402,-0.00189741,-0.0043266,0.0231328
-235.843,-175.37,-0.00145755,-0.00445057,0.0235074
-235.843,-171.339,-0.000990975,-0.00457664,0.0238694
-235.843,-167.307,-0.000497087,-0.0047047,0.0242169
-235.843,-163.276,2.46184e-05,-0.00483462,0.0245481
-235.843,-159.244,0.000574561,-0.00496627,0.0248606
-235.843,-155.213,0.00115306,-0.00509949,0.0251523
-235.843,-151.181,0.00176033,-0.00523412,0.0254208
-235.843,-147.15,0.00239646,-0.00536998,0.0256637
-235.843,-143.118,0.00306138,-0.00550685,0.0258785
-235.843,-139.087,0.0037549,-0.00564455,0.0260626
-235.843,-135.055,0.00447663,-0.00578282,0.0262132
-235.843,-131.024,0.00522602,-0.00592145,0.0263277
-235.843,-126.992,0.00600231,-0.00606016,0.0264033
-235.843,-122.961,0.00680453,-0.0061987,0.0264372
-235.843,-118.929,0.00763152,-0.00633678,0.0264266
-235.843,-114.898,0.00848184,-0.00647412,0.0263688
-235.843,-110.866,0.00935383,-0.00661042,0.026261
-235.843,-106.835,0.0102456,-0.00674537,0.0261006
-235.843,-102.803,0.0111549,-0.00687866,0.025885
-235.843,-98.7717,0.0120794,-0.00700996,0.0256117
-235.843,-94.7402,0.0130163,-0.00713898,0.0252786
-235.843,-90.7087,0.0139627,-0.00726537,0.0248836
-235.843,-86.6772,0.0149153,-0.00738883,0.0244247
-235.843,-82.6457,0.0158707,-0.00750904,0.0239006
-235.843,-78.6142,0.0168252,-0.00762569,0.0233098
-235.843,-74.5827,0.0177748,-0.00773849,0.0226514
-235.843,-70.5512,0.0187154,-0.00784712,0.0219249
-235.843,-66.5197,0.0196427,-0.00795133,0.0211301
-235.843,-62.4882,0.0205522,-0.00805083,0.0202672
-235.843,-58.4567,0.0214393,-0.00814537,0.019337
-235.843,-54.4252,0.0222996,-0.00823471,0.0183405
-235.843,-50.3937,0.0231282,-0.00831863,0.0172795
-235.843,-46.3622,0.0239205,-0.00839692,0.0161561
-235.843,-42.3307,0.024672,-0.0084694,0.0149729
-235.843,-38.2992,0.0253782,-0.00853587,0.013733
-235.843,-34.2677,0.0260348,-0.0085962,0.0124402
-235.843,-30.2362,0.0266376,-0.00865025,0.0110985
-235.843,-26.2047,0.0271828,-0.00869788,0.00971243
-235.843,-22.1732,0.0276669,-0.00873899,0.00828694
-235.843,-18.1417,0.0280867,-0.0087735,0.00682738
-235.843,-14.1102,0.0284395,-0.00880132,0.00533942
-235.843,-10.0787,0.0287228,-0.0088224,0.00382899
-235.843,-6.04724,0.0289348,-0.00883669,0.00230227
-235.843,-2.01575,0.0290741,-0.00884415,0.000765593
-235.843,2.01575,0.0291399,-0.00884476,-0.000774601
-235.843,6.04724,0.0291317,-0.00883851,-0.00231183
-235.843,10.0787,0.0290497,-0.00882542,-0.00383966
-235.843,14.1102,0.0288946,-0.00880549,-0.00535171
-235.843,18.1417,0.0286675,-0.00877877,-0.00684179
-235.843,22.1732,0.0283703,-0.00874531,-0.00830392
-235.843,26.2047,0.0280051,-0.00870516,-0.00973237
-235.843,30.2362,0.0275743,-0.00865842,-0.0111218
-235.843,34.2677,0.0270812,-0.00860518,-0.0124671
-235.843,38.2992,0.0265289,-0.00854555,-0.0137637
-235.843,42.3307,0.0259213,-0.00847966,-0.0150075
-235.843,46.3622,0.0252622,-0.00840768,-0.0161947
-235.843,50.3937,0.0245559,-0.00832978,-0.0173222
-235.843,54.4252,0.0238067,-0.00824613,-0.0183872
-235.843,58.4567,0.0230191,-0.00815696,-0.0193875
-235.843,62.4882,0.0221977,-0.00806249,-0.0203215
-235.843,66.5197,0.021347,-0.00796296,-0.0211879
-235.843,70.5512,0.0204715,-0.00785864,-0.0219859
-235.843,74.5827,0.0195759,-0.00774979,-0.0227153
-235.843,78.6142,0.0186645,-0.00763672,-0.0233762
-235.843,82.6457,0.0177416,-0.00751971,-0.0239691
-235.843,86.6772,0.0168112,-0.00739908,-0.0244951
-235.843,90.7087,0.0158775,-0.00727515,-0.0249553
-235.843,94.7402,0.014944,-0.00714824,-0.0253514
-235.843,98.7717,0.0140142,-0.00701867,-0.0256851
-235.843,102.803,0.0130915,-0.00688678,-0.0259585
-235.843,106.835,0.0121788,-0.00675288,-0.0261739
-235.843,110.866,0.0112788,-0.00661732,-0.0263338
-235.843,114.898,0.0103941,-0.00648039,-0.0264408
-235.843,118.929,0.00952697,-0.00634242,-0.0264974
-235.843,122.961,0.00867929,-0.00620372,-0.0265065
-235.843,126.992,0.00785285,-0.00606457,-0.0264709
-235.843,131.024,0.00704914,-0.00592525,-0.0263933
-235.843,135.055,0.00626943,-0.00578605,-0.0262767
-235.843,139.087,0.00551477,-0.00564721,-0.0261237
-235.843,143.118,0.00478601,-0.00550899,-0.0259372
-235.843,147.15,0.00408379,-0.0053716,-0.0257198
-235.843,151.181,0.0034086,-0.00523527,-0.0254742
-235.843,155.213,0.00276072,-0.00510019,-0.0252029
-235.843,159.244,0.00214032,-0.00496655,-0.0249084
-235.843,163.276,0.00154739,-0.00483451,-0.024593
-235.843,167.307,0.000981837,-0.00470422,-0.0242591
-235.843,171.339,0.000443418,-0.00457584,-0.0239087
-235.843,175.37,-6.81933e-05,-0.00444947,-0.023544
-235.843,179.402,-0.000553414,-0.00432522,-0.0231667
-235.843,183.433,-0.00101274,-0.00420321,-0.0227788
-235.843,187.465,-0.00144673,-0.00408349,-0.022382
-235.843,191.496,-0.00185601,-0.00396616,-0.0219779
-235.843,195.528,-0.00224124,-0.00385125,-0.0215679
-235.843,199.559,-0.00260312,-0.00373883,-0.0211534
-235.843,203.591,-0.00294239,-0.00362893,-0.0207357
-235.843,207.622,-0.0032598,-0.00352158,-0.020316
-235.843,211.654,-0.00355614,-0.00341679,-0.0198954
-235.843,215.685,-0.00383219,-0.00331457,-0.0194749
-235.843,219.717,-0.00408874,-0.00321493,-0.0190553
-235.843,223.748,-0.0043266,-0.00311786,-0.0186374
-235.843,227.78,-0.004546,-0.00302343,-0.0182254
-235.843,231.811,-0.00475213,-0.00293062,-0.0177928
-235.843,235.843,-0.00493848,-0.00284512,-0.0173838
-235.843,239.874,-0.00505659,-0.00275881,-0.017314
-235.843,243.906,-0.00530997,-0.0026523,-0.0163077
-235.843,247.937,-0.00532464,-0.00260932,-0.0167313
-235.843,251.969,-0.00693406,-0.0023462,-0.00665126
-231.811,-251.969,-0.00838348,-0.0023481,0.00654658
-231.811,-247.937,-0.00670622,-0.00260306,0.0169558
-231.811,-243.906,-0.00667733,-0.00269172,0.016633
-231.811,-239.874,-0.00654393,-0.00279714,0.0171546
-231.811,-235.843,-0.00644152,-0.00286645,0.0173736
-231.811,-231.811,-0.00627377,-0.00296279,0.017907
-231.811,-227.78,-0.00611412,-0.00305649,0.0182944
-231.811,-223.748,-0.00593036,-0.00315379,0.0187284
-231.811,-219.717,-0.00572939,-0.00325372,0.0191605
-231.811,-215.685,-0.00550943,-0.0033564,0.0195954
-231.811,-211.654,-0.0052696,-0.00346183,0.0200321
-231.811,-207.622,-0.00500899,-0.00357003,0.0204697
-231.811,-203.591,-0.00472668,-0.00368099,0.0209072
-231.811,-199.559,-0.00442175,-0.0037947,0.0213436
-231.811,-195.528,-0.00409329,-0.00391113,0.0217776
-231.811,-191.496,-0.0037404,-0.00403027,0.0222079
-231.811,-187.465,-0.00336219,-0.00415207,0.0226333
-231.811,-183.433,-0.00295783,-0.00427648,0.0230521
-231.811,-179.402,-0.00252649,-0.00440343,0.0234627
-231.811,-175.37,-0.00206742,-0.00453284,0.0238634
-231.811,-171.339,-0.00157991,-0.00466463,0.0242524
-231.811,-167.307,-0.0010633,-0.0047987,0.0246277
-231.811,-163.276,-0.000517065,-0.00493491,0.0249871
-231.811,-159.244,5.92786e-05,-0.00507314,0.0253284
-231.811,-155.213,0.000666079,-0.00521323,0.0256493
-231.811,-151.181,0.00130357,-0.00535502,0.0259474
-231.811,-147.15,0.00197184,-0.00549831,0.0262199
-231.811,-143.118,0.00267082,-0.00564292,0.0264643
-231.811,-139.087,0.0034003,-0.00578862,0.0266779
-231.811,-135.055,0.00415984,-0.00593517,0.0268576
-231.811,-131.024,0.00494883,-0.00608232,0.0270007
-231.811,-126.992,0.00576643,-0.00622981,0.027104
-231.811,-122.961,0.00661156,-0.00637736,0.0271647
-231.811,-118.929,0.0074829,-0.00652465,0.0271796
-231.811,-114.898,0.00837885,-0.0066714,0.0271457
-231.811,-110.866,0.00929757,-0.00681726,0.0270601
-231.811,-106.835,0.0102369,-0.00696191,0.0269198
-231.811,-102.803,0.0111944,-0.00710501,0.0267219
-231.811,-98.7717,0.0121673,-0.0072462,0.0264638
-231.811,-94.7402,0.0131526,-0.00738513,0.0261428
-231.811,-90.7087,0.014147,-0.00752144,0.0257568
-231.811,-86.6772,0.0151468,-0.00765478,0.0253034
-231.811,-82.6457,0.0161482,-0.00778479,0.024781
-231.811,-78.6142,0.017147,-0.00791112,0.024188
-231.811,-74.5827,0.0181386,-0.00803341,0.0235232
-231.811,-70.5512,0.0191187,-0.00815134,0.0227858
-231.811,-66.5197,0.0200822,-0.00826457,0.0219757
-231.811,-62.4882,0.0210243,-0.00837278,0.0210928
-231.811,-58.4567,0.0219398,-0.00847569,0.0201378
-231.811,-54.4252,0.0228236,-0.008573,0.0191118
-231.811,-50.3937,0.0236705,-0.00866445,0.0180166
-231.811,-46.3622,0.0244755,-0.00874979,0.0168543
-231.811,-42.3307,0.0252334,-0.0088288,0.0156278
-231.811,-38.2992,0.0259394,-0.00890125,0.0143403
-231.811,-34.2677,0.0265888,-0.00896698,0.0129957
-231.811,-30.2362,0.0271773,-0.0090258,0.0115984
-231.811,-26.2047,0.0277006,-0.00907757,0.0101533
-231.811,-22.1732,0.0281551,-0.00912217,0.00866583
-231.811,-18.1417,0.0285376,-0.00915948,0.00714168
-231.811,-14.1102,0.0288453,-0.00918942,0.00558701
-231.811,-10.0787,0.0290758,-0.00921192,0.00400828
-231.811,-6.04724,0.0292275,-0.00922693,0.00241219
-231.811,-2.01575,0.0292992,-0.00923441,0.000805632
-231.811,2.01575,0.0292903,-0.00923435,-0.000804411
-231.811,6.04724,0.029201,-0.00922675,-0.00241091
-231.811,10.0787,0.0290318,-0.00921162,-0.00400686
-231.811,14.1102,0.0287841,-0.00918901,-0.0055854
-231.811,18.1417,0.0284595,-0.00915897,-0.00713982
-231.811,22.1732,0.0280606,-0.00912156,-0.00866367
-231.811,26.2047,0.0275901,-0.00907688,-0.0101508
-231.811,30.2362,0.0270515,-0.00902504,-0.0115955
-231.811,34.2677,0.0264485,-0.00896616,-0.0129924
-231.811,38.2992,0.0257852,-0.0089004,-0.0143366
-231.811,42.3307,0.0250662,-0.00882792,-0.0156237
-231.811,46.3622,0.0242961,-0.00874891,-0.0168498
-231.811,50.3937,0.0234798,-0.00866357,-0.0180117
-231.811,54.4252,0.0226225,-0.00857215,-0.0191066
-231.811,58.4567,0.0217293,-0.00847487,-0.0201322
-231.811,62.4882,0.0208053,-0.00837202,-0.0210869
-231.811,66.5197,0.0198558,-0.00826386,-0.0219695
-231.811,70.5512,0.0188857,-0.00815071,-0.0227795
-231.811,74.5827,0.0179001,-0.00803287,-0.0235167
-231.811,78.6142,0.0169037,-0.00791067,-0.0241815
-231.811,82.6457,0.0159012,-0.00778445,-0.0247745
-231.811,86.6772,0.014897,-0.00765454,-0.025297
-231.811,90.7087,0.0138951,-0.00752131,-0.0257505
-231.811,94.7402,0.0128995,-0.00738511,-0.0261368
-231.811,98.7717,0.0119137,-0.00724629,-0.026458
-231.811,102.803,0.010941,-0.00710521,-0.0267164
-231.811,106.835,0.00998443,-0.00696223,-0.0269147
-231.811,110.866,0.00904666,-0.00681769,-0.0270554
-231.811,114.898,0.00813008,-0.00667193,-0.0271415
-231.811,118.929,0.0072368,-0.00652529,-0.0271759
-231.811,122.961,0.00636863,-0.00637808,-0.0271615
-231.811,126.992,0.00552711,-0.00623063,-0.0271014
-231.811,131.024,0.00471353,-0.00608322,-0.0269986
-231.811,135.055,0.00392892,-0.00593614,-0.0268561
-231.811,139.087,0.00317407,-0.00578966,-0.026677
-231.811,143.118,0.00244957,-0.00564402,-0.026464
-231.811,147.15,0.00175581,-0.00549946,-0.0262202
-231.811,151.181,0.00109297,-0.00535621,-0.0259482
-231.811,155.213,0.000461082,-0.00521446,-0.0256508
-231.811,159.244,-0.00013997,-0.0050744,-0.0253304
-231.811,163.276,-0.00071045,-0.0049362,-0.0249896
-231.811,167.307,-0.00125074,-0.0048,-0.0246307
-231.811,171.339,-0.00176132,-0.00466595,-0.024256
-231.811,175.37,-0.00224278,-0.00453416,-0.0238674
-231.811,179.402,-0.00269578,-0.00440475,-0.0234671
-231.811,183.433,-0.00312104,-0.0042778,-0.0230569
-231.811,187.465,-0.00351934,-0.00415338,-0.0226385
-231.811,191.496,-0.00389151,-0.00403157,-0.0222135
-231.811,195.528,-0.00423842,-0.00391242,-0.0217835
-231.811,199.559,-0.00456096,-0.00379596,-0.0213498
-231.811,203.591,-0.00486003,-0.00368223,-0.0209137
-231.811,207.622,-0.00513656,-0.00357125,-0.0204764
-231.811,211.654,-0.00539148,-0.00346302,-0.020039
-231.811,215.685,-0.00562571,-0.00335756,-0.0196024
-231.811,219.717,-0.00584017,-0.00325485,-0.0191677
-231.811,223.748,-0.00603581,-0.00315489,-0.0187353
-231.811,227.78,-0.00621295,-0.00305772,-0.0183097
-231.811,231.811,-0.00637689,-0.00296232,-0.0178642
-231.811,235.843,-0.00652145,-0.00287449,-0.0174416
-231.811,239.874,-0.00659718,-0.00278589,-0.0173627
-231.811,243.906,-0.00680871,-0.00267674,-0.0163487
-231.811,247.937,-0.00678504,-0.00263261,-0.0167466
-231.811,251.969,-0.00835325,-0.0023538,-0.00671892
-227.78,-251.969,-0.00870393,-0.0023837,0.00651681
-227.78,-247.937,-0.00709819,-0.00264651,0.0170054
-227.78,-243.906,-0.00711257,-0.0027387,0.0166964
-227.78,-239.874,-0.00698963,-0.00284758,0.0172241
-227.78,-235.843,-0.00689903,-0.00291968,0.017458
-227.78,-231.811,-0.00674308,-0.00301962,0.018006
-227.78,-227.78,-0.00659525,-0.00311699,0.0184081
-227.78,-223.748,-0.00642303,-0.00321817,0.0188581
-227.78,-219.717,-0.00623335,-0.00332218,0.0193069
-227.78,-215.685,-0.00602436,-0.00342914,0.0197595
-227.78,-211.654,-0.00579511,-0.00353907,0.0202147
-227.78,-207.622,-0.00554461,-0.003652,0.0206718
-227.78,-203.591,-0.00527186,-0.00376791,0.0211297
-227.78,-199.559,-0.00497587,-0.0038868,0.0215873
-227.78,-195.528,-0.00465563,-0.00400866,0.0220435
-227.78,-191.496,-0.00431014,-0.00413347,0.022497
-227.78,-187.465,-0.00393843,-0.00426118,0.0229463
-227.78,-183.433,-0.00353954,-0.00439175,0.02339
-227.78,-179.402,-0.00311255,-0.00452512,0.0238263
-227.78,-175.37,-0.00265657,-0.00466121,0.0242535
-227.78,-171.339,-0.00217079,-0.00479993,0.0246697
-227.78,-167.307,-0.00165444,-0.00494116,0.0250729
-227.78,-163.276,-0.00110683,-0.0050848,0.0254607
-227.78,-159.244,-0.00052738,-0.0052307,0.025831
-227.78,-155.213,8.43943e-05,-0.0053787,0.0261813
-227.78,-151.181,0.000728852,-0.00552863,0.026509
-227.78,-147.15,0.00140621,-0.00568029,0.0268113
-227.78,-143.118,0.00211653,-0.00583347,0.0270855
-227.78,-139.087,0.0028597,-0.00598793,0.0273287
-227.78,-135.055,0.00363541,-0.00614344,0.0275377
-227.78,-131.024,0.00444313,-0.00629971,0.0277095
-227.78,-126.992,0.00528212,-0.00645646,0.0278408
-227.78,-122.961,0.00615138,-0.00661338,0.0279284
-227.78,-118.929,0.00704964,-0.00677016,0.027969
-227.78,-114.898,0.00797536,-0.00692646,0.0279594
-227.78,-110.866,0.00892668,-0.00708193,0.0278962
-227.78,-106.835,0.00990146,-0.0072362,0.0277763
-227.78,-102.803,0.0108972,-0.00738891,0.0275966
-227.78,-98.7717,0.0119112,-0.00753967,0.0273539
-227.78,-94.7402,0.0129402,-0.00768809,0.0270455
-227.78,-90.7087,0.0139807,-0.00783379,0.0266688
-227.78,-86.6772,0.0150291,-0.00797637,0.0262213
-227.78,-82.6457,0.0160812,-0.00811545,0.0257009
-227.78,-78.6142,0.0171326,-0.00825063,0.0251059
-227.78,-74.5827,0.0181786,-0.00838154,0.0244349
-227.78,-70.5512,0.0192143,-0.00850781,0.0236869
-227.78,-66.5197,0.0202345,-0.00862908,0.0228613
-227.78,-62.4882,0.0212338,-0.008745,0.0219582
-227.78,-58.4567,0.0222068,-0.00885525,0.0209781
-227.78,-54.4252,0.0231479,-0.00895953,0.0199221
-227.78,-50.3937,0.0240514,-0.00905753,0.0187918
-227.78,-46.3622,0.0249118,-0.009149,0.0175894
-227.78,-42.3307,0.0257236,-0.00923368,0.016318
-227.78,-38.2992,0.0264813,-0.00931135,0.0149809
-227.78,-34.2677,0.0271799,-0.00938181,0.0135823
-227.78,-30.2362,0.0278144,-0.00944488,0.0121268
-227.78,-26.2047,0.0283803,-0.0095004,0.0106196
-227.78,-22.1732,0.0288736,-0.00954824,0.00906655
-227.78,-18.1417,0.0292904,-0.00958827,0.00747377
-227.78,-14.1102,0.0296279,-0.00962042,0.00584793
-227.78,-10.0787,0.0298832,-0.00964459,0.00419597
-227.78,-6.04724,0.0300546,-0.00966074,0.00252517
-227.78,-2.01575,0.0301407,-0.00966883,0.000842977
-227.78,2.01575,0.0301407,-0.00966885,-0.00084303
-227.78,6.04724,0.0300548,-0.00966078,-0.00252523
-227.78,10.0787,0.0298836,-0.00964466,-0.00419603
-227.78,14.1102,0.0296283,-0.00962051,-0.00584799
-227.78,18.1417,0.029291,-0.00958839,-0.00747384
-227.78,22.1732,0.0288742,-0.00954838,-0.00906662
-227.78,26.2047,0.0283811,-0.00950056,-0.0106197
-227.78,30.2362,0.0278152,-0.00944506,-0.0121269
-227.78,34.2677,0.0271808,-0.00938201,-0.0135824
-227.78,38.2992,0.0264823,-0.00931156,-0.014981
-227.78,42.3307,0.0257246,-0.00923389,-0.0163181
-227.78,46.3622,0.0249129,-0.00914921,-0.0175895
-227.78,50.3937,0.0240525,-0.00905775,-0.0187918
-227.78,54.4252,0.023149,-0.00895974,-0.0199221
-227.78,58.4567,0.0222079,-0.00885546,-0.0209782
-227.78,62.4882,0.0212349,-0.0087452,-0.0219582
-227.78,66.5197,0.0202355,-0.00862927,-0.0228613
-227.78,70.5512,0.0192153,-0.00850799,-0.0236868
-227.78,74.5827,0.0181796,-0.00838171,-0.0244348
-227.78,78.6142,0.0171335,-0.00825078,-0.0251058
-227.78,82.6457,0.0160821,-0.00811558,-0.0257007
-227.78,86.6772,0.0150299,-0.00797649,-0.026221
-227.78,90.7087,0.0139814,-0.00783389,-0.0266685
-227.78,94.7402,0.0129408,-0.00768817,-0.0270451
-227.78,98.7717,0.0119117,-0.00753973,-0.0273534
-227.78,102.803,0.0108977,-0.00738895,-0.027596
-227.78,106.835,0.0099018,-0.00723622,-0.0277757
-227.78,110.866,0.00892694,-0.00708193,-0.0278955
-227.78,114.898,0.00797553,-0.00692644,-0.0279586
-227.78,118.929,0.00704973,-0.00677012,-0.0279682
-227.78,122.961,0.00615138,-0.00661333,-0.0279274
-227.78,126.992,0.00528204,-0.00645639,-0.0278397
-227.78,131.024,0.00444297,-0.00629962,-0.0277084
-227.78,135.055,0.00363517,-0.00614334,-0.0275365
-227.78,139.087,0.00285939,-0.00598782,-0.0273274
-227.78,143.118,0.00211616,-0.00583334,-0.0270842
-227.78,147.15,0.00140577,-0.00568016,-0.02681
-227.78,151.181,0.000728355,-0.00552849,-0.0265075
-227.78,155.213,8.38435e-05,-0.00537855,-0.0261798
-227.78,159.244,-0.00052798,-0.00523055,-0.0258295
-227.78,163.276,-0.00110747,-0.00508464,-0.0254592
-227.78,167.307,-0.00165512,-0.004941,-0.0250713
-227.78,171.339,-0.00217151,-0.00479976,-0.0246681
-227.78,175.37,-0.00265733,-0.00466104,-0.0242519
-227.78,179.402,-0.00311333,-0.00452495,-0.0238246
-227.78,183.433,-0.00354035,-0.00439158,-0.0233883
-227.78,187.465,-0.00393926,-0.00426101,-0.0229446
-227.78,191.496,-0.00431099,-0.0041333,-0.0224953
-227.78,195.528,-0.00465649,-0.00400849,-0.0220418
-227.78,199.559,-0.00497674,-0.00388663,-0.0215856
-227.78,203.591,-0.00527274,-0.00376774,-0.0211279
-227.78,207.622,-0.00554549,-0.00365183,-0.02067
-227.78,211.654,-0.00579599,-0.00353892,-0.020213
-227.78,215.685,-0.00602525,-0.00342898,-0.0197578
-227.78,219.717,-0.00623424,-0.00332202,-0.0193052
-227.78,223.748,-0.00642398,-0.00321802,-0.018856
-227.78,227.78,-0.00659483,-0.00311701,-0.0184144
-227.78,231.811,-0.00675216,-0.00301795,-0.017954
-227.78,235.843,-0.00689011,-0.00292677,-0.0175156
-227.78,239.874,-0.00695821,-0.00283487,-0.0174254
-227.78,243.906,-0.00716197,-0.00272214,-0.0164025
-227.78,247.937,-0.00713079,-0.00267596,-0.0167916
-227.78,251.969,-0.00870386,-0.00239103,-0.00668021
-223.748,-251.969,-0.00902583,-0.00241905,0.00648478
-223.748,-247.937,-0.00739009,-0.00268704,0.0170422
-223.748,-243.906,-0.00741575,-0.00278258,0.0167374
-223.748,-239.874,-0.00730429,-0.00289492,0.0172728
-223.748,-235.843,-0.00722395,-0.0029698,0.0175216
-223.748,-231.811,-0.0070784,-0.00307331,0.0180839
-223.748,-227.78,-0.00694103,-0.00317434,0.0185008
